main item,sub item,region/currency,Period,waarde
Central government bonds,10 year,Netherlands,2014-10,1.03
Central government bonds,10 year,Netherlands,2014-11,0.93
Central government bonds,10 year,Netherlands,2014-12,0.78
Central government bonds,10 year,Netherlands,2015-01,0.52
Central government bonds,10 year,Netherlands,2015-02,0.42
Central government bonds,10 year,Netherlands,2015-03,0.33
Central government bonds,10 year,Netherlands,2015-04,0.31
Central government bonds,10 year,Netherlands,2015-05,0.75
Central government bonds,10 year,Netherlands,2015-06,1.05
Central government bonds,10 year,Netherlands,2015-07,0.99
Central government bonds,10 year,Netherlands,2015-08,0.85
Central government bonds,10 year,Netherlands,2015-09,0.87
Central government bonds,10 year,Netherlands,2015-10,0.72
Central government bonds,10 year,Netherlands,2015-11,0.72
Central government bonds,10 year,Netherlands,2015-12,0.75
Central government bonds,10 year,Netherlands,2016-01,0.65
Central government bonds,10 year,Netherlands,2016-02,0.37
Central government bonds,10 year,Netherlands,2016-03,0.32
Central government bonds,10 year,Netherlands,2016-04,0.4
Central government bonds,10 year,Netherlands,2016-05,0.38
Central government bonds,10 year,Netherlands,2016-06,0.25
Central government bonds,10 year,Netherlands,2016-07,0.06
Central government bonds,10 year,Netherlands,2016-08,0.03
Central government bonds,10 year,Netherlands,2016-09,0.06
Central government bonds,10 year,Netherlands,2016-10,0.16
Central government bonds,10 year,Netherlands,2016-11,0.39
Central government bonds,10 year,Netherlands,2016-12,0.44
Central government bonds,10 year,Netherlands,2017-01,0.48
Central government bonds,10 year,Netherlands,2017-02,0.49
Central government bonds,10 year,Netherlands,2017-03,0.48
Central government bonds,10 year,Netherlands,2017-04,0.5
Central government bonds,10 year,Netherlands,2017-05,0.59
Central government bonds,10 year,Netherlands,2017-06,0.5
Central government bonds,10 year,Netherlands,2017-07,0.69
Central government bonds,10 year,Netherlands,2017-08,0.54
Central government bonds,10 year,Netherlands,2017-09,0.53
Central government bonds,10 year,Netherlands,2017-10,0.54
Central government bonds,10 year,Netherlands,2017-11,0.47
Central government bonds,10 year,Netherlands,2017-12,0.45
Central government bonds,10 year,Netherlands,2018-01,0.61
Central government bonds,10 year,Netherlands,2018-02,0.76
Central government bonds,10 year,Netherlands,2018-03,0.63
Central government bonds,10 year,Netherlands,2018-04,0.69
Central government bonds,10 year,Netherlands,2018-05,0.67
Central government bonds,10 year,Netherlands,2018-06,0.56
Central government bonds,10 year,Netherlands,2018-07,0.47
Central government bonds,10 year,Netherlands,2018-08,0.47
Central government bonds,10 year,Netherlands,2018-09,0.55
Central government bonds,10 year,Netherlands,2018-10,0.58
Central government bonds,10 year,Netherlands,2018-11,0.52
Central government bonds,10 year,Netherlands,2018-12,0.4
Central government bonds,10 year,Netherlands,2019-01,0.33
Central government bonds,10 year,Netherlands,2019-02,0.24
Central government bonds,10 year,Netherlands,2019-03,0.15
Central government bonds,10 year,Netherlands,2019-04,0.2
Central government bonds,10 year,Netherlands,2019-05,0.11
Central government bonds,10 year,Netherlands,2019-06,-0.09
Central government bonds,10 year,Netherlands,2019-07,-0.21
Central government bonds,10 year,Netherlands,2019-08,-0.5
Central government bonds,10 year,Netherlands,2019-09,-0.43
Central government bonds,10 year,Netherlands,2019-10,-0.31
Central government bonds,10 year,Netherlands,2019-11,-0.19
Central government bonds,10 year,Netherlands,2019-12,-0.14
Central government bonds,10 year,Netherlands,2020-01,-0.17
Central government bonds,10 year,Netherlands,2020-02,-0.34
Central government bonds,10 year,Netherlands,2020-03,-0.33
Central government bonds,10 year,Netherlands,2020-04,-0.22
Central government bonds,10 year,Netherlands,2020-05,-0.31
Central government bonds,10 year,Netherlands,2020-06,-0.29
Central government bonds,10 year,Netherlands,2020-07,-0.39
Central government bonds,10 year,Netherlands,2020-08,-0.41
Central government bonds,10 year,Netherlands,2020-09,-0.44
Central government bonds,10 year,Netherlands,2020-10,-0.53
Central government bonds,10 year,Netherlands,2020-11,-0.54
Central government bonds,10 year,Netherlands,2020-12,-0.55
Central government bonds,10 year,Netherlands,2021-01,-0.53
Central government bonds,10 year,Netherlands,2021-02,-0.39
Central government bonds,10 year,Netherlands,2021-03,-0.33
Central government bonds,10 year,Netherlands,2021-04,-0.3
Central government bonds,10 year,Netherlands,2021-05,-0.19
Central government bonds,10 year,Netherlands,2021-06,-0.24
Central government bonds,10 year,Netherlands,2021-07,-0.38
Central government bonds,10 year,Netherlands,2021-08,-0.48
Central government bonds,10 year,Netherlands,2021-09,-0.34
Central government bonds,10 year,Netherlands,2021-10,-0.18
Central government bonds,10 year,Netherlands,2021-11,-0.27
Central government bonds,10 year,Netherlands,2021-12,-0.32
Central government bonds,10 year,Netherlands,2022-01,-0.1
Central government bonds,10 year,Netherlands,2022-02,0.24
Central government bonds,10 year,Netherlands,2022-03,0.34
Central government bonds,10 year,Netherlands,2022-04,0.85
Central government bonds,10 year,Netherlands,2022-05,1.05
Central government bonds,10 year,Netherlands,2022-06,1.82
Central government bonds,10 year,Netherlands,2022-07,1.47
Central government bonds,10 year,Netherlands,2022-08,1.41
Central government bonds,10 year,Netherlands,2022-09,2.142
Central government bonds,10 year,Netherlands,2022-10,2.52
Central government bonds,10 year,Netherlands,2022-11,2.351
Central government bonds,10 year,Netherlands,2022-12,2.429
Central government bonds,10 year,Euro area,2001-01,5.0082
Central government bonds,10 year,Euro area,2001-02,5.0211
Central government bonds,10 year,Euro area,2001-03,4.9381
Central government bonds,10 year,Euro area,2001-04,5.1014
Central government bonds,10 year,Euro area,2001-05,5.2625
Central government bonds,10 year,Euro area,2001-06,5.2083
Central government bonds,10 year,Euro area,2001-07,5.25
Central government bonds,10 year,Euro area,2001-08,5.0582
Central government bonds,10 year,Euro area,2001-09,5.0374
Central government bonds,10 year,Euro area,2001-10,4.8169
Central government bonds,10 year,Euro area,2001-11,4.6667
Central government bonds,10 year,Euro area,2001-12,4.9588
Central government bonds,10 year,Euro area,2002-01,5.0229
Central government bonds,10 year,Euro area,2002-02,5.0661
Central government bonds,10 year,Euro area,2002-03,5.3165
Central government bonds,10 year,Euro area,2002-04,5.2972
Central government bonds,10 year,Euro area,2002-05,5.3031
Central government bonds,10 year,Euro area,2002-06,5.1649
Central government bonds,10 year,Euro area,2002-07,5.0274
Central government bonds,10 year,Euro area,2002-08,4.7311
Central government bonds,10 year,Euro area,2002-09,4.5233
Central government bonds,10 year,Euro area,2002-10,4.6235
Central government bonds,10 year,Euro area,2002-11,4.5924
Central government bonds,10 year,Euro area,2002-12,4.4065
Central government bonds,10 year,Euro area,2003-01,4.2703
Central government bonds,10 year,Euro area,2003-02,4.0608
Central government bonds,10 year,Euro area,2003-03,4.1272
Central government bonds,10 year,Euro area,2003-04,4.2289
Central government bonds,10 year,Euro area,2003-05,3.9187
Central government bonds,10 year,Euro area,2003-06,3.7233
Central government bonds,10 year,Euro area,2003-07,4.0626
Central government bonds,10 year,Euro area,2003-08,4.2047
Central government bonds,10 year,Euro area,2003-09,4.2319
Central government bonds,10 year,Euro area,2003-10,4.3081
Central government bonds,10 year,Euro area,2003-11,4.4378
Central government bonds,10 year,Euro area,2003-12,4.356
Central government bonds,10 year,Euro area,2004-01,4.2567
Central government bonds,10 year,Euro area,2004-02,4.1833
Central government bonds,10 year,Euro area,2004-03,4.0194
Central government bonds,10 year,Euro area,2004-04,4.2424
Central government bonds,10 year,Euro area,2004-05,4.3862
Central government bonds,10 year,Euro area,2004-06,4.4426
Central government bonds,10 year,Euro area,2004-07,4.3396
Central government bonds,10 year,Euro area,2004-08,4.1679
Central government bonds,10 year,Euro area,2004-09,4.114
Central government bonds,10 year,Euro area,2004-10,3.9794
Central government bonds,10 year,Euro area,2004-11,3.8687
Central government bonds,10 year,Euro area,2004-12,3.6893
Central government bonds,10 year,Euro area,2005-01,3.6336
Central government bonds,10 year,Euro area,2005-02,3.6153
Central government bonds,10 year,Euro area,2005-03,3.7625
Central government bonds,10 year,Euro area,2005-04,3.5709
Central government bonds,10 year,Euro area,2005-05,3.4074
Central government bonds,10 year,Euro area,2005-06,3.2541
Central government bonds,10 year,Euro area,2005-07,3.316
Central government bonds,10 year,Euro area,2005-08,3.3155
Central government bonds,10 year,Euro area,2005-09,3.1555
Central government bonds,10 year,Euro area,2005-10,3.3234
Central government bonds,10 year,Euro area,2005-11,3.5273
Central government bonds,10 year,Euro area,2005-12,3.409
Central government bonds,10 year,Euro area,2006-01,3.3927
Central government bonds,10 year,Euro area,2006-02,3.551
Central government bonds,10 year,Euro area,2006-03,3.7312
Central government bonds,10 year,Euro area,2006-04,4.0116
Central government bonds,10 year,Euro area,2006-05,4.0603
Central government bonds,10 year,Euro area,2006-06,4.0751
Central government bonds,10 year,Euro area,2006-07,4.0963
Central government bonds,10 year,Euro area,2006-08,3.9682
Central government bonds,10 year,Euro area,2006-09,3.8398
Central government bonds,10 year,Euro area,2006-10,3.8813
Central government bonds,10 year,Euro area,2006-11,3.8041
Central government bonds,10 year,Euro area,2006-12,3.9026
Central government bonds,10 year,Euro area,2007-01,4.1028
Central government bonds,10 year,Euro area,2007-02,4.1175
Central government bonds,10 year,Euro area,2007-03,4.0227
Central government bonds,10 year,Euro area,2007-04,4.2459
Central government bonds,10 year,Euro area,2007-05,4.3731
Central government bonds,10 year,Euro area,2007-06,4.6608
Central government bonds,10 year,Euro area,2007-07,4.6284
Central government bonds,10 year,Euro area,2007-08,4.4263
Central government bonds,10 year,Euro area,2007-09,4.3694
Central government bonds,10 year,Euro area,2007-10,4.4002
Central government bonds,10 year,Euro area,2007-11,4.2515
Central government bonds,10 year,Euro area,2007-12,4.3818
Central government bonds,10 year,Euro area,2008-01,4.2317
Central government bonds,10 year,Euro area,2008-02,4.1394
Central government bonds,10 year,Euro area,2008-03,4.0705
Central government bonds,10 year,Euro area,2008-04,4.2827
Central government bonds,10 year,Euro area,2008-05,4.4233
Central government bonds,10 year,Euro area,2008-06,4.8093
Central government bonds,10 year,Euro area,2008-07,4.8145
Central government bonds,10 year,Euro area,2008-08,4.496
Central government bonds,10 year,Euro area,2008-09,4.5043
Central government bonds,10 year,Euro area,2008-10,4.4158
Central government bonds,10 year,Euro area,2008-11,4.1964
Central government bonds,10 year,Euro area,2008-12,3.8881
Central government bonds,10 year,Euro area,2009-01,4.0995
Central government bonds,10 year,Euro area,2009-02,4.1962
Central government bonds,10 year,Euro area,2009-03,4.142
Central government bonds,10 year,Euro area,2009-04,4.0898
Central government bonds,10 year,Euro area,2009-05,4.1323
Central government bonds,10 year,Euro area,2009-06,4.3255
Central government bonds,10 year,Euro area,2009-07,4.0851
Central government bonds,10 year,Euro area,2009-08,3.8898
Central government bonds,10 year,Euro area,2009-09,3.8626
Central government bonds,10 year,Euro area,2009-10,3.8036
Central government bonds,10 year,Euro area,2009-11,3.8364
Central government bonds,10 year,Euro area,2009-12,3.8727
Central government bonds,10 year,Euro area,2010-01,4.102
Central government bonds,10 year,Euro area,2010-02,4.1074
Central government bonds,10 year,Euro area,2010-03,3.986
Central government bonds,10 year,Euro area,2010-04,4.1645
Central government bonds,10 year,Euro area,2010-05,3.6802
Central government bonds,10 year,Euro area,2010-06,3.6958
Central government bonds,10 year,Euro area,2010-07,3.6179
Central government bonds,10 year,Euro area,2010-08,3.4406
Central government bonds,10 year,Euro area,2010-09,3.495
Central government bonds,10 year,Euro area,2010-10,3.3353
Central government bonds,10 year,Euro area,2010-11,3.7261
Central government bonds,10 year,Euro area,2010-12,4.0737
Central government bonds,10 year,Euro area,2011-01,3.9412
Central government bonds,10 year,Euro area,2011-02,4.477
Central government bonds,10 year,Euro area,2011-03,4.4867
Central government bonds,10 year,Euro area,2011-04,4.6571
Central government bonds,10 year,Euro area,2011-05,4.3657
Central government bonds,10 year,Euro area,2011-06,4.3728
Central government bonds,10 year,Euro area,2011-07,4.594
Central government bonds,10 year,Euro area,2011-08,4.2105
Central government bonds,10 year,Euro area,2011-09,4.0425
Central government bonds,10 year,Euro area,2011-10,4.0852
Central government bonds,10 year,Euro area,2011-11,4.4082
Central government bonds,10 year,Euro area,2011-12,4.1066
Central government bonds,10 year,Euro area,2012-01,3.9171
Central government bonds,10 year,Euro area,2012-02,3.7524
Central government bonds,10 year,Euro area,2012-03,3.2886
Central government bonds,10 year,Euro area,2012-04,3.3889
Central government bonds,10 year,Euro area,2012-05,3.5291
Central government bonds,10 year,Euro area,2012-06,3.4122
Central government bonds,10 year,Euro area,2012-07,3.2504
Central government bonds,10 year,Euro area,2012-08,3.0141
Central government bonds,10 year,Euro area,2012-09,2.4256
Central government bonds,10 year,Euro area,2012-10,2.3061
Central government bonds,10 year,Euro area,2012-11,2.2492
Central government bonds,10 year,Euro area,2012-12,2.1039
Central government bonds,10 year,Euro area,2013-01,2.3984
Central government bonds,10 year,Euro area,2013-02,2.8638
Central government bonds,10 year,Euro area,2013-03,3.0319
Central government bonds,10 year,Euro area,2013-04,2.859
Central government bonds,10 year,Euro area,2013-05,2.6874
Central government bonds,10 year,Euro area,2013-06,3.0721
Central government bonds,10 year,Euro area,2013-07,3.1023
Central government bonds,10 year,Euro area,2013-08,3.0959
Central government bonds,10 year,Euro area,2013-09,3.4071
Central government bonds,10 year,Euro area,2013-10,3.1613
Central government bonds,10 year,Euro area,2013-11,3.1705
Central government bonds,10 year,Euro area,2013-12,3.3107
Central government bonds,10 year,Euro area,2014-01,3.2125
Central government bonds,10 year,Euro area,2014-02,3.0895
Central government bonds,10 year,Euro area,2014-03,2.8863
Central government bonds,10 year,Euro area,2014-04,2.6104
Central government bonds,10 year,Euro area,2014-05,2.5549
Central government bonds,10 year,Euro area,2014-06,2.2769
Central government bonds,10 year,Euro area,2014-07,2.1607
Central government bonds,10 year,Euro area,2014-08,1.9907
Central government bonds,10 year,Euro area,2014-09,1.849
Central government bonds,10 year,Euro area,2014-10,1.6914
Central government bonds,10 year,Euro area,2014-11,1.6196
Central government bonds,10 year,Euro area,2014-12,1.4509
Central government bonds,10 year,Euro area,2015-01,1.2699
Central government bonds,10 year,Euro area,2015-02,1.2147
Central government bonds,10 year,Euro area,2015-03,0.9554
Central government bonds,10 year,Euro area,2015-04,0.8523
Central government bonds,10 year,Euro area,2015-05,1.3351
Central government bonds,10 year,Euro area,2015-06,1.6688
Central government bonds,10 year,Euro area,2015-07,1.5298
Central government bonds,10 year,Euro area,2015-08,1.3932
Central government bonds,10 year,Euro area,2015-09,1.4823
Central government bonds,10 year,Euro area,2015-10,1.2025
Central government bonds,10 year,Euro area,2015-11,1.1552
Central government bonds,10 year,Euro area,2015-12,1.1947
Central government bonds,10 year,Euro area,2016-01,1.1142
Central government bonds,10 year,Euro area,2016-02,1.0403
Central government bonds,10 year,Euro area,2016-03,0.9314
Central government bonds,10 year,Euro area,2016-04,0.9626
Central government bonds,10 year,Euro area,2016-05,0.9719
Central government bonds,10 year,Euro area,2016-06,0.8793
Central government bonds,10 year,Euro area,2016-07,0.6213
