Name of Bank,Basis,Area,Main item,Sub item,Period ,waarde
Garantibank ,IFRS ,Solvency ,Risk weighted assets ,Total ,2022H2,2831
Garantibank ,IFRS ,Solvency ,Risk weighted assets ,Total ,2023H1,2568
Garantibank ,IFRS ,Solvency ,Risk weighted assets ,Total ,2023H2,2914
Garantibank ,IFRS ,Solvency ,Risk weighted assets ,Total ,2024H1,3158
Garantibank ,IFRS ,Solvency ,Risk weighted assets ,Total ,2024H2,3315
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2014H2,17.5
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2015H1,17.5
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2015H2,19
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2016H1,18.3
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2016H2,18.5
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2017H1,21.8
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2017H2,22.7
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2018H1,25.3
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2018H2,23.6
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2019H1,25.6
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2019H2,26.4
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2020H1,26.8
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2020H2,23.9
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2021H1,22.2
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2021H2,21.8
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2022H1,21.2
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2022H2,21.7
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2023H1,24.7
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2023H2,23.6
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2024H1,23.3
Garantibank ,IFRS ,Solvency ,Total capital ratio ,Total ,2024H2,23.9
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2014H2,16.7
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2015H1,16.3
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2015H2,16.3
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2016H1,15.4
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2016H2,16.7
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2017H1,19.7
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2017H2,20.4
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2018H1,22.7
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2018H2,21.3
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2019H1,23.1
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2019H2,23.9
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2020H1,24.5
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2020H2,23.8
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2021H1,22.1
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2021H2,21.7
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2022H1,21.2
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2022H2,21.7
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2023H1,24.7
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2023H2,23.6
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2024H1,23.3
Garantibank ,IFRS ,Solvency ,T1 capital ratio ,Total ,2024H2,23.9
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2014H2,16.7
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2015H1,16.3
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2015H2,16.3
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2016H1,15.4
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2016H2,16.7
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2017H1,19.7
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2017H2,20.4
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2018H1,22.7
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2018H2,21.3
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2019H1,23.1
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2019H2,23.9
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2020H1,24.5
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2020H2,23.8
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2021H1,22.1
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2021H2,21.7
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2022H1,21.2
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2022H2,21.7
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2023H1,24.7
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2023H2,23.6
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2024H1,23.3
Garantibank ,IFRS ,Solvency ,CET1 capital ratio ,Total ,2024H2,23.9
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2016H2,0.2
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2017H1,0.2
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2017H2,0.2
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2018H1,0.2
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2018H2,0.2
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2019H1,0.1
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2019H2,0.1
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2020H1,0.1
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2020H2,0.1
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2021H1,0.1
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2021H2,0.2
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2022H1,0.2
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2022H2,0.2
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2023H1,0.2
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2023H2,0.2
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2024H1,0.2
Garantibank ,IFRS ,Concentration ,Share in total assets ,Percentage share ,2024H2,0.3
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2016H2,93.6
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2017H1,93.1
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2017H2,92.9
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2018H1,93.3
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2018H2,94.1
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2019H1,95
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2019H2,94.8
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2020H1,94.9
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2020H2,95.1
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2021H1,94.9
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2021H2,94.3
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2022H1,93.7
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2022H2,93.1
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2023H1,93.5
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2023H2,92.8
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2024H1,92.5
Garantibank ,IFRS ,Concentration ,Cumulative share in total assets ,Percentage share ,2024H2,91.5
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2016H2,93.6
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2017H1,93.1
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2017H2,92.9
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2018H1,93.3
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2018H2,94.1
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2019H1,95
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2019H2,94.8
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2020H1,94.9
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2020H2,95.1
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2021H1,94.9
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2021H2,94.3
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2022H1,93.7
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2022H2,93.1
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2023H1,93.5
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2023H2,92.8
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2024H1,92.5
Garantibank ,IFRS ,Concentration ,Cumulative share of total assets ,Percentage share ,2024H2,91.5
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2014H2,844847
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2015H1,864920
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2015H2,841769
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2016H1,885659
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2016H2,845081
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2017H1,862051
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2017H2,846216
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2018H1,905984
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2018H2,887030
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2019H1,913390
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2019H2,891744
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2020H1,984842
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2020H2,937275
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2021H1,978246
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2021H2,951290
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2022H1,1020064
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2022H2,967817
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2023H1,1029181
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2023H2,975583
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2024H1,1041371
ING Bank ,IFRS ,Balance sheet items ,Assets ,Total ,2024H2,1020545
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2014H2,788504
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2015H1,811638
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2015H2,792862
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2016H1,827524
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2016H2,805178
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2017H1,821878
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2017H2,804953
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2018H1,844995
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2018H2,816521
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2019H1,834542
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2019H2,817422
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2020H1,841500
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2020H2,806993
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2021H1,835285
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2021H2,827937
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2022H1,880101
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2022H2,870697
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2023H1,903736
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2023H2,873750
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2024H1,931930
ING Bank ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2024H2,936436
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2014H2,273863
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2015H1,272438
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2015H2,273326
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2016H1,275508
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2016H2,279651
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2017H1,280307
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2017H2,279604
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2018H1,281542
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2018H2,286815
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2019H1,290627
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2019H2,295650
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2020H1,295432
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2020H2,298651
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2021H1,304340
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2021H2,311690
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2022H1,319843
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2022H2,324302
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2023H1,326411
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2023H2,331114
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2024H1,340669
ING Bank ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2024H2,349884
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2014H2,176638
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2015H1,194577
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2015H2,199661
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2016H1,212313
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2016H2,225852
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2017H1,228254
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2017H2,230240
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2018H1,247783
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2018H2,231840
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2019H1,239403
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2019H2,228940
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2020H1,229993
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2020H2,211785
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2021H1,219401
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2021H2,228471
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2022H1,233833
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2022H2,232129
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2023H1,229586
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2023H2,226894
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2024H1,229389
ING Bank ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2024H2,233480
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2014H2,3
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2015H1,2.7
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2015H2,2.6
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2016H1,2.3
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2016H2,2.2
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2017H1,2.1
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2017H2,1.9
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2018H1,1.5
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2018H2,1.4
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2019H1,1.4
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2019H2,1.4
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2020H1,1.6
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2020H2,1.7
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2021H1,1.5
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2021H2,1.4
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2022H1,1.3
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2022H2,1.4
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2023H1,1.3
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2023H2,1.4
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2024H1,1.4
ING Bank ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2024H2,1.6
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2014H2,31.8
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2015H1,32.8
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2015H2,33.4
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2016H1,35.3
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2016H2,33
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2017H1,33.6
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2017H2,31.7
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2018H1,32.3
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2018H2,31
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2019H1,30.8
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2019H2,30.9
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2020H1,30.3
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2020H2,29.1
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2021H1,29.2
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2021H2,33.2
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2022H1,31.9
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2022H2,33.5
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2023H1,33.4
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2023H2,33.4
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2024H1,34.9
ING Bank ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2024H2,33.8
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2014H2,844847
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2015H1,864920
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2015H2,841769
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2016H1,885659
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2016H2,845081
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2017H1,862051
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2017H2,846216
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2018H1,905984
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2018H2,887030
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2019H1,913390
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2019H2,891744
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2020H1,984842
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2020H2,937275
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2021H1,978246
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2021H2,951290
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2022H1,1020064
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2022H2,967817
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2023H1,1029181
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2023H2,975583
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2024H1,1041371
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Total ,2024H2,1020545
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2014H2,50878
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2015H1,47343
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2015H2,48470
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2016H1,49705
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2016H2,50399
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2017H1,50360
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2017H2,51121
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2018H1,50717
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2018H2,51735
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2019H1,53460
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2019H2,54662
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2020H1,55327
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2020H2,55659
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2021H1,57209
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2021H2,54654
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2022H1,52042
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2022H2,50413
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2023H1,51463
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2023H2,52184
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2024H1,50963
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2024H2,51309
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2014H2,793969
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2015H1,817577
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2015H2,793299
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2016H1,835954
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2016H2,794682
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2017H1,811691
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2017H2,795096
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2018H1,855267
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2018H2,835295
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2019H1,859930
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2019H2,837082
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2020H1,929515
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2020H2,881616
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2021H1,921037
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2021H2,896635
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2022H1,968023
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2022H2,917405
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2023H1,977718
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2023H2,923400
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2024H1,990408
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2024H2,969237
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2014H2,334505
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2015H1,346049
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2015H2,349329
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2016H1,361528
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2016H2,368914
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2017H1,380677
ING Bank ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2017H2,382057
