Name of Bank,Basis,Area,Main item,Sub item,Period ,waarde
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2014H2,384357
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2015H1,408132
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2015H2,387728
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2016H1,416025
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2016H2,391196
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2017H1,401176
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2017H2,390462
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2018H1,393006
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2018H2,381623
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2019H1,396485
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2019H2,375364
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2020H1,425043
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2020H2,395908
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2021H1,411778
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2021H2,399454
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2022H1,421885
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2022H2,379962
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2023H1,403767
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2023H2,378295
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2024H1,393816
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Total ,2024H2,385450
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2014H2,372000
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2015H1,380494
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2015H2,350382
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2016H1,392627
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2016H2,356193
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2017H1,365996
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2017H2,351592
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2018H1,355258
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2018H2,338933
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2019H1,356305
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2019H2,339417
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2020H1,359117
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2020H2,326559
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2021H1,329588
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2021H2,326198
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2022H1,352664
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2022H2,323572
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2023H1,344114
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2023H2,326152
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2024H1,358265
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Financial assets ,2024H2,340236
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2014H2,148228
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2015H1,147957
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2015H2,146600
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2016H1,146553
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2016H2,148990
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2017H1,150854
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2017H2,150207
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2018H1,150089
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2018H2,148664
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2019H1,148022
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2019H2,147962
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2020H1,146721
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2020H2,145490
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2021H1,146360
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2021H2,146191
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2022H1,148531
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2022H2,150609
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2023H1,151890
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2023H2,152130
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2024H1,154623
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Mortgage loans for house purchase ,2024H2,157350
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2014H2,73272
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2015H1,74531
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2015H2,74743
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2016H1,82993
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2016H2,82673
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2017H1,82947
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2017H2,80776
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2018H1,83971
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2018H2,84725
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2019H1,84363
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2019H2,80719
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2020H1,77505
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2020H2,68124
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2021H1,61926
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2021H2,67277
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2022H1,69211
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2022H2,67920
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2023H1,68365
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2023H2,65931
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2024H1,67931
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Corporate loans ,2024H2,64945
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2014H2,3.2
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2015H1,2.6
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2015H2,2.7
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2016H1,2.8
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2016H2,2.8
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2017H1,2.6
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2017H2,2.2
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2018H1,2.3
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2018H2,2
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2019H1,2
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2019H2,2.2
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2020H1,2.4
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2020H2,2.6
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2021H1,2.2
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2021H2,2
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2022H1,1.7
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2022H2,1.6
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2023H1,1.4
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2023H2,1.5
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2024H1,1.5
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Impaired loans as % of total loans ,2024H2,1.6
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2014H2,43.5
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2015H1,46.7
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2015H2,45.6
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2016H1,38.3
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2016H2,38.4
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2017H1,33.9
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2017H2,31
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2018H1,31.4
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2018H2,29.3
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2019H1,27.5
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2019H2,28.6
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2020H1,33.6
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2020H2,31.6
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2021H1,27.1
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2021H2,27.7
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2022H1,28.4
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2022H2,25
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2023H1,23.2
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2023H2,22.9
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2024H1,21.3
ABN AMRO ,IFRS ,Balance sheet items ,Assets ,Loan provisions as % of total loans ,2024H2,18.4
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2014H2,384357
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2015H1,408132
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2015H2,387728
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2016H1,416025
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2016H2,391196
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2017H1,401176
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2017H2,390462
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2018H1,393006
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2018H2,381623
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2019H1,396485
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2019H2,375364
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2020H1,425043
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2020H2,395908
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2021H1,411778
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2021H2,399454
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2022H1,421885
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2022H2,379962
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2023H1,403767
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2023H2,378295
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2024H1,393816
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Total ,2024H2,385450
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2014H2,14877
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2015H1,15899
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2015H2,17584
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2016H1,17960
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2016H2,18937
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2017H1,19861
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2017H2,21309
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2018H1,21269
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2018H2,21348
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2019H1,21314
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2019H2,21471
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2020H1,21602
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2020H2,20990
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2021H1,21538
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2021H2,21999
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2022H1,22528
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2022H2,22814
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2023H1,23047
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2023H2,24168
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2024H1,24995
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity ,2024H2,26108
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2014H2,369480
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2015H1,392233
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2015H2,370144
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2016H1,398065
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2016H2,372259
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2017H1,381315
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2017H2,369153
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2018H1,371736
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2018H2,360275
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2019H1,375170
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2019H2,353892
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2020H1,403440
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2020H2,374919
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2021H1,390240
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2021H2,377454
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2022H1,399358
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2022H2,357148
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2023H1,380720
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2023H2,354127
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2024H1,368820
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Liabilities ,2024H2,359342
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2014H2,138237
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2015H1,145143
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2015H2,142386
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2016H1,141388
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2016H2,143431
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2017H1,145884
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2017H2,146554
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2018H1,149498
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2018H2,137508
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2019H1,139503
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2019H2,134562
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2020H1,137786
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2020H2,130646
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2021H1,130273
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2021H2,128879
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2022H1,132454
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2022H2,135847
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2023H1,136171
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2023H2,138794
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2024H1,141028
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,"Liabilities, of which household deposits ",2024H2,140932
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2014H2,110028
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2015H1,114196
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2015H2,118341
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2016H1,116186
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2016H2,125569
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2017H1,115344
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2017H2,121874
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2018H1,120475
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2018H2,125441
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2019H1,118413
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2019H2,118977
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2020H1,111859
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2020H2,100323
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2021H1,93322
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2021H2,94095
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2022H1,94633
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2022H2,95991
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2023H1,91026
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2023H2,92058
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2024H1,90565
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Off balance sheet items ,2024H2,97465
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2014H2,3.8
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2015H1,3.8
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2015H2,4.5
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2016H1,4.3
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2016H2,4.8
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2017H1,4.9
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2017H2,5.4
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2018H1,5.4
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2018H2,5.6
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2019H1,5.3
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2019H2,5.7
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2020H1,5.1
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2020H2,5.3
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2021H1,5.2
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2021H2,5.5
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2022H1,5.3
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2022H2,6
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2023H1,5.7
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2023H2,6.4
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2024H1,6.3
ABN AMRO ,IFRS ,Balance sheet items ,Liabilities ,Equity as % balance sheet total ,2024H2,6.7
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2014H2,7983
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2015H1,4274
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2015H2,8511
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2016H1,3811
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2016H2,8230
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2017H1,4750
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2017H2,9287
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2018H1,4621
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2018H2,9094
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2019H1,4424
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2019H2,8630
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2020H1,3940
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2020H2,7969
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2021H1,3651
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2021H2,7691
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2022H1,3835
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2022H2,7668
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2023H1,4391
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2023H2,8636
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2024H1,4457
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Total ,2024H2,8944
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2014H2,5952
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2015H1,2999
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2015H2,6020
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2016H1,3157
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2016H2,6266
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2017H1,3197
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2017H2,6426
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2018H1,3350
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2018H2,6628
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2019H1,3274
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2019H2,6501
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2020H1,3051
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2020H2,5871
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2021H1,2667
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2021H2,5200
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2022H1,2566
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2022H2,5366
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2023H1,3225
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2023H2,6253
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2024H1,3055
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net interest income ,2024H2,6157
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net income on fees and commissions for services ,2014H2,1691
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net income on fees and commissions for services ,2015H1,925
ABN AMRO ,IFRS ,Profit and loss account ,Income ,Net income on fees and commissions for services ,2015H2,1829
